00,143,1,3,29,15,9,37,56
08,143,0,18,790,0,2,0,25
01,27307,269,0,0,0
02,28638,87
02,29348,84
02,33134,88
02,34777,95
02,35431,93
02,37074,97
02,39916,102
02,40638,104
02,42159,100
02,43213,93
02,43957,87
02,44568,89
02,47931,93
02,48553,95
02,49896,92
02,55591,86
02,57071,88
01,58716,311,0,0,0
02,65615,84
02,67391,87
02,75073,83
01,78048,191,0,0,0
02,81600,76
02,83054,68
02,85263,63
02,88250,55
02,90192,56
02,95165,61
01,98419,202,0,0,0
02,98521,61
02,99251,66
02,100549,73
02,101326,82
02,105034,81
02,105822,76
02,106721,74
02,107632,68
02,108775,63
02,110030,56
02,113386,48
02,114271,49
02,114681,54
02,115236,62
02,119998,71
01,120065,214,0,0,0
02,121798,80
02,122207,90
02,125327,100
02,127192,110
02,128857,120
02,129334,124
02,129911,131
02,131698,129
02,133286,123
02,136139,115
02,136816,106
02,138648,97
02,139502,87
02,140968,87
01,141701,214,0,0,0
02,143288,90
02,144009,86
02,144975,89
02,145408,96
02,146418,104
02,150947,103
02,152346,108
02,154278,105
02,156742,99
02,157843,91
02,158651,92
02,160539,87
02,162503,90
02,163548,96
02,164291,104
02,167654,108
02,168177,110
02,168642,113
01,169897,279,0,0,0
02,170230,116
02,170718,116
02,174992,121
02,177023,119
02,179188,119
02,186304,114
02,186882,111
02,187647,114
01,189224,191,0,0,0
02,189234,121
02,198481,119
02,199403,123
02,201656,121
02,202123,123
02,202533,129
02,203666,137
02,205131,136
02,205986,132
02,206385,135
02,206797,138
02,207307,138
02,207695,133
02,208173,126
02,208617,128
02,210115,134
02,212036,132
02,215710,133
01,220334,308,0,0,0
02,221338,129
02,222326,122
02,228121,113
02,228543,104
02,229153,104
02,233383,99
02,234881,92
01,239672,191,0,0,0
02,242275,83
02,247137,84
02,248935,79
02,250090,72
02,251266,73
02,254397,72
02,255451,66
01,259837,200,0,0,0
02,263166,66
02,271314,66
02,272151,71
02,272580,79
02,274834,78
02,276177,72
02,277154,67
02,278019,66
02,279297,60
01,279940,199,0,0,0
02,280684,53
02,281561,54
02,282005,60
02,283648,63
02,286034,69
02,288554,77
02,289065,86
02,289487,96
02,289875,106
02,290308,116
02,292573,116
02,295059,111
02,296460,103
02,299555,104
01,300732,206,0,0,0
02,301487,102
02,302119,100
02,302708,101
02,303440,96
02,304385,89
02,308547,90
02,314153,96
